"file_id","file_name","file_name_original","file_path","file_size","file_date","file_mtime","file_hash","file_hash_sha256","file_remote_uri","file_thumbnail","file_display_name","file_description","file_tags","file_requirement","file_version","file_author","file_language","file_platform","file_license","file_user_roles","file_password","file_offline","file_direct_linking","file_force_download","file_category","file_category_name","file_sec_cat1","file_sec_cat2","file_sec_cat3","file_update_of","file_post_id","file_attach_order","file_wpattach_id","file_added_by","file_hits","file_ratings","file_rating_sum","file_last_dl_ip","file_last_dl_time","file_rescan_pending","file_scan_lock","file_custom_reqver","file_custom_tested","file_edit_permissions"
"360","MnzkMyNote105.lzh",,"plugins-32bit/MnzkMyNote105.lzh","27953","2006-10-05 10:58:36","1475515119","255283db528e04e402817585a5343677",,,,"MnzkMyNote プラグイン (32ビット) 簑系（mynote形式）テキストの作成、操作","【はじめに】
本プラグインはsyoさんの提唱するフォーマットであるMyNote形式(新簑形式) テキストファイルを
サポートするものです。
関連サイト:
<a href=""http://sak.que.jp/"" target=""_blank"" rel=""noopener"">http://sak.que.jp/</a>

【ファイル構成と動作条件】

MnzkMyNote.dll を EmEditor のセットアップ先フォルダの中の
PlugIns フォルダ (通常、C:Program FilesEmEditorPlugIns ) にコピーして下さい。
その後、プラグインの設定でSTKファイル格納フォルダを設定して下さい。

【アンインストール】
「プラグインの設定」で MnzkMyNote を選択し 「アンインストール」ボタンを
押して下さい。MnzkMyNote で使用したレジストリ情報が削除された後、DLLが
削除されます。
(*)下記のキーが削除されます。
HKEY_CURRENT_USERSoftwareEmSoftEmEditorPlugInsMnzkMnzkMyNote

【機能】
新簑形式のテキストの作成、操作をサポートします。
詳細は添付のMnzkMyNote.stkを参照して下さい。

【制限事項など】
① UNICODE文字は非対応です。
② Windows2000,EmEditor Professional 4.04 , 日本語SHIFT-JISで
動作確認を行っています。本条件以外でご使用になる場合、プラグインが
不正な動作をする恐れがあります。十分ご注意ください。
③ その他の制限事項はMnzkMyNote.stkを参照して下さい。",",,",,"1.05","MnzkGallery",,,"free",,,"0","1","0","3","Plug-ins (32-bit)","0","0","0","0","0","0","3460","3","1243","0","0","17.241.227.183","2023-08-16 23:39:24","0","0",,"17.0",
"62","MnzkOpenFolder107US.exe",,"plugins-32bit/MnzkOpenFolder107US.exe","28781","2006-09-28 09:39:00","1475515119","642cfb80afd98021d62839ef794d7753",,,,"MnzkOpenFolder plug-in: Opens a specified folder ","<strong>This plug-in does NOT work on the newest version of EmEditor.</strong>

<strong>本プラグインは EmEditor 最新版では動作しません。</strong>

Opens a folder which is set in the Plug-In Settings dialog box under the Tool menu.",",,",,,"MnzkGallery",,,"free",,,"0","1","0","3","Plug-ins (32-bit)","0","0","0","0","0","0","3163","3","1765","0","0","211.249.46.205","2023-08-09 01:08:54","0","0",,,
"361","MnzkOpenFolder108.lzh",,"plugins-32bit/MnzkOpenFolder108.lzh","10565","2006-10-07 10:59:40","1475515119","1ede4fd0d7733d8c7605faec0ce025e0",,,,"MnzkOpenFolder プラグイン (32ビット) 設定されたフォルダを開く ","<strong>This plug-in does NOT work on the newest version of EmEditor.</strong>

<strong>本プラグインは EmEditor 最新版では動作しません。</strong>

【ファイル構成と動作条件】

MnzkOpenFolder.dll を EmEditor のセットアップ先フォルダの中の
PlugIns フォルダ (通常、C:Program FilesEmEditor3PlugIns ) に移動
すると、すぐに利用できます。

【アンインストール】
「プラグインの設定」で MnzkOpenFolder を選択し 「アンインストール」ボタンを
押して下さい。MnzkOpenFolderで使用したレジストリ情報が削除された後、DLLが
削除されます。
(*)下記のキーが削除されます。。
HKEY_CURRENT_USERSoftwareEmSoftEmEditorPlugInsMnzkMnzkOpenFolder

【機能】
設定されたフォルダを開きます。フォルダの設定は
プラグインのプロパティで設定します。
エクスプローラー形式で開く場合はプロパティで設定を
行って下さい。
設定したフォルダで「ファイルを開く」ダイアログを開くことも可能です。

【制限事項など】
① 登録出来るフォルダは30までです。
② ダイアログ実行中に書式の追加・変更を行った場合、
OKボタンまたは適用ボタンにより、変更が記録されます。
③ 新規登録・編集のダイアログでツリーからフォルダを選択したとき、
「メモ」の項目が何も入力されていない場合は、フォルダ名が「メモ」の
項目に自動的に設定されます。
④ ""「ファイルを開く」ダイアログを開く"" 機能については、EmEditor本体の
""最近のフォルダ""機能を利用しています。そのため、本機能を使用した場合、
""最近のフォルダ""の履歴が、通常と異なりますのでご注意下さい。
⑤ Windows95,EmEditor 3.17 , 日本語SHIFT-JISで
動作確認を行っています。本条件以外でご使用になる場合、プラグインが
不正な動作をする恐れがあります。十分ご注意ください。",",,",,"1.08","MnzkGallery",,,"free",,,"0","1","0","3","Plug-ins (32-bit)","0","0","0","0","0","0","3461","3","1207","0","0","182.22.30.15","2023-08-07 01:45:34","0","0",,,
"362","MnzkSetSaveAs100.lzh",,"plugins-32bit/MnzkSetSaveAs100.lzh","4717","2006-10-07 11:00:26","1475515119","f25d1f4f8c69695dfc42f94126b77189",,,,"MnzkSetSaveAs プラグイン (32ビット) 新規ファイルを保存する時、指定したフォルダを既定とする ","<strong>This plug-in does NOT work on the newest version of EmEditor.</strong>

<strong>本プラグインは EmEditor 最新版では動作しません。</strong>

【ファイル構成と動作条件】

MnzkSetSaveAs.dll を EmEditor のセットアップ先フォルダの中の
PlugIns フォルダ (通常、C:Program FilesEmEditor3PlugIns ) に移動
すると、すぐに利用できます。

【アンインストール】
「プラグインの設定」で MnzkSetSaveAs を選択し 「アンインストール」ボタンを
押して下さい。MnzkSetSaveAs で使用したレジストリ情報が削除された後、DLLが
削除されます。
(*)下記のキーが削除されます。。
HKEY_CURRENT_USERSoftwareEmSoftEmEditorPlugInsMnzkMnzkSetSaveAs

【機能】
新規ファイル(""無題""のファイル)を保存する際に、指定したフォルダを
デフォルトとして「ファイル名をつけて保存」ダイアログが開けます。

【制限事項など】
① Windows95,EmEditor 3.01 , 日本語SHIFT-JISで
動作確認を行っています。本条件以外でご使用になる場合、プラグインが
不正な動作をする恐れがあります。十分ご注意ください。",",,",,"1.00","MnzkGallery",,,"free",,,"0","1","0","3","Plug-ins (32-bit)","0","0","0","0","0","0","3462","3","1245","0","0","182.22.30.111","2023-08-07 00:56:13","0","0",,,
"63","MnzkSyncScroll101US.exe",,"plugins-32bit/MnzkSyncScroll101US.exe","22876","2006-09-29 09:41:03","1475515119","6d83b52a64ed46ac908b5b832d1eec10",,,,"MnzkSyncScroll plug-in (32-bit) ","<strong>This plug-in does NOT work on the newest version of EmEditor.</strong>

<strong>本プラグインは EmEditor 最新版では動作しません。</strong>

Scrolls up to five opened EmEditor windows at the same time.

Note: The plug-in might not work with recent versions of EmEditor",",,",,,,,,"free",,,"0","1","0","3","Plug-ins (32-bit)","0","0","0","0","0","0","3164","3","1716","0","0","116.179.37.121","2023-08-17 13:32:05","0","0",,,
"64","MoveEd100.zip",,"plugins-32bit/MoveEd100.zip","81279","2006-09-29 09:42:25","1475515119","ba69dd4f8804941b7e2d2cb1faef86e6",,,,"MoveEd plug-in (32-bit) Navigates by sentences, paragraphs and functions ","<strong>This plug-in does NOT work on the newest version of EmEditor.</strong>

<strong>本プラグインは EmEditor 最新版では動作しません。</strong>

Navigates through text by sentences, paragraphs and functions.",",,",,,"Artem Zankovich",,,"free",,,"0","1","0","3","Plug-ins (32-bit)","0","0","0","0","0","0","3165","3","2203","0","0","110.93.150.172","2023-08-07 13:12:15","0","0",,,
"72","ShowReturns103.exe",,"plugins-32bit/ShowReturns103.exe","96883","2010-03-08 09:56:34","1475515119","6124aec70e0f1aead071f71fcc994216",,,,"ShowReturns plug-in (32-bit) Toggle show/hide returns ","<strong>This plug-in does NOT work on the newest version of EmEditor.</strong>

<strong>本プラグインは EmEditor 最新版では動作しません。</strong>

Toggle show/hide returns. A similar feature is available in EmEditor Professional.

On Windows Vista, 7 or later, instead of double-clicking the installer in Explorer, you will need to click the right mouse button on the file, and select ""Run as Administrator"" in the context menu.",",,",,"1.03","Emurasoft",,,"free",,,"0","1","0","3","Plug-ins (32-bit)","0","0","0","0","0","0","3174","3","2173","0","0","17.241.219.91","2023-08-07 10:38:59","0","0",,,
"83","ToSimplifiedChinese500x86.zip",,"plugins-32bit/ToSimplifiedChinese500x86.zip","38938","2010-03-08 10:07:42","1475515119","f8007765cb5f5178dbca5ee5f8c8d7d8",,,,"To Simplified Chinese plug-in: Convert the selected Traditional Chinese into Simplified Chinese ","Convert the selected Traditional Chinese into Simplified Chinese.

&nbsp;",",,",,"5.00","Emurasoft",,,"free",,,"0","1","0","3","Plug-ins (32-bit)","0","0","0","0","0","0","3185","3","8936","0","0","114.32.118.16","2023-08-15 20:11:34","0","0",,"17.0",
"84","ToTraditionalChinese500x86.zip",,"plugins-32bit/ToTraditionalChinese500x86.zip","39585","2010-03-08 10:08:33","1475515119","75bb245438bcacb80da2991074937bc1",,,,"To Traditional Chinese plug-in: Convert the selected Simplified Chinese into Traditional Chinese ","Convert the selected Simplified Chinese into Traditional Chinese.

&nbsp;",",,",,"5.00","Emurasoft",,,"free",,,"0","1","0","3","Plug-ins (32-bit)","0","0","0","0","0","0","3186","3","8867","0","0","116.179.37.89","2023-08-17 10:11:34","0","0",,"17.0",
"370","UndoDocument.zip",,"plugins-32bit/UndoDocument.zip","76752","2008-09-21 11:11:31","1475515119","c7ce3e83a662ad9fe891108f788affd3",,,,"UndoDocument プラグイン (32ビット) ","概要

EmEditorに閉じたファイルを開き直す機能を追加するプラグインです。

インストール

EmEditor本体のPlugInsフォルダにUndoDocument.dllをコピーしてください。

アンインストール

プラグインの設定からアンインストール可能です。

利用方法

このコマンドを実行すると、直前に閉じたファイルが再度開かれます。複数回実行する
と、それ以前に閉じたファイルが順に開かれます。",",,",,,,,,"free",,,"0","1","0","3","Plug-ins (32-bit)","0","0","0","0","0","0","3470","3","912","0","0","182.22.30.15","2023-08-06 22:13:25","0","0",,"17.0",
"87","Vertical102.exe",,"plugins-32bit/Vertical102.exe","98003","2010-03-08 10:10:30","1475515120","91b07f291614bf0582d2b0901b07f558",,,,"Vertical plug-in: Converts the selected text vertically ","<strong>This plug-in does NOT work on the newest version of EmEditor.</strong>

<strong>本プラグインは EmEditor 最新版では動作しません。</strong>

Converts the selected text vertically.

On Windows Vista, 7 or later, instead of double-clicking the installer in Explorer, you will need to click the right mouse button on the file, andselect ""Run as Administrator"" in the context menu.",",,",,"1.02","Emurasoft",,,"free",,,"0","1","0","3","Plug-ins (32-bit)","0","0","0","0","0","0","3189","3","3306","0","0","182.22.30.39","2023-08-06 21:09:17","0","0",,,
"372","YIReplace.LZH",,"plugins-32bit/YIReplace.LZH","7089","2006-09-26 11:13:25","1475515119","d1212e86e2d55b55cf3a66f32cb6355b",,,,"YIReplace プラグイン (32ビット) 指定した位置の文字列を置き換えます ","・機能は、置換補助となっています。
指定した置換開始バイト位置から、指定した置換終了バイト位置までと、
指定した置換開始行位置から、指定した置換終了行位置までの間で
指定した文字列を置き換えます。
置き換える文字列のバイト数は一致していないと置換えできません。",",,",,"1.0.0","楼蘭王国",,,"free",,,"0","1","0","3","Plug-ins (32-bit)","0","0","0","0","0","0","3472","3","1224","0","0","182.22.30.79","2023-08-06 18:36:22","0","0",,"17.0",
"336","activatepanes3210000.zip",,"plugins-32bit/activatepanes3210000.zip","124901","2010-04-29 15:16:13","1475515120","4ccfa790ff6b7dd32ee817c4287fb8b6",,,,"ActivatePanes 指定番号のペインへ切り替えプラグイン ","○概要
各プラグインの番号に応じたペインをアクティブにします。

○動作すると期待される環境
Windows XP,Vista,7以降の各32bit版
EmEditor Ver9.00以上

○使い方
各プラグインを実行すると、同一ドキュメントの指定番号のペインに切り替えます。
番号は、[次のペイン] コマンドの順に割り振っています。",",,",,"1.0.0",,,,"free",,,"0","1","0","3","Plug-ins (32-bit)","0","0","0","0","0","0","3436","3","833","0","0","52.167.144.25","2023-08-16 18:05:28","0","0",,"17.0",
"85","alpha.zip",,"plugins-32bit/alpha.zip","38625","2006-09-29 10:09:07","1475515119","52f14ec5905bb5dcebf4d4a772380ba2",,,,"Transparent plug-in (32-bit)","Makes EmEditor windows transparent.",",,",,,"Shao Hao",,,"free",,,"0","1","0","3","Plug-ins (32-bit)","0","0","0","0","0","0","3187","3","3271","0","0","157.55.39.214","2023-08-15 00:47:27","0","0",,"17.0",
"45","autoappend_emeditor_14_setup.exe",,"plugins-32bit/autoappend_emeditor_14_setup.exe","54453","2007-03-03 16:30:46","1475515119","7cdd56c1275e5c3acfaafbb1c4c9e8a9",,,,"AutoAppend plug-in: Append text to each line","<strong>This plug-in does NOT work on the newest version of EmEditor.</strong>

<strong>本プラグインは EmEditor 最新版では動作しません。</strong>

Append text to each line.",",,",,,"Sebastian Pipping",,,"free",,,"0","1","0","3","Plug-ins (32-bit)","0","0","0","0","0","0","3146","3","4172","0","0","182.22.30.47","2023-08-07 05:57:10","0","0",,,
"44","autocomplete700x86.zip",,"plugins-32bit/autocomplete700x86.zip","60179","2012-04-15 16:29:19","1475515119","3e7f44f3a9e82b8a86b9327a30896fa4",,,,"Auto Complete plug-in: Replaces user-defined words into complete paragraphs. ","Replaces user-defined words into complete paragraphs.

Version 7.00 (March 20, 2008)
- Buf fixes.
- INI file support.

Notes: If you are using EmEditor Professional v9 or later, please use the Snippets plug-in included in the EmEditor Professional install. The Snippets plug-in includes the same feature set as the Auto Complete plug-in. The Auto Complete plug-in will not be maintained any more.",",,",,,"Emurasoft",,,"free",,,"0","1","0","3","Plug-ins (32-bit)","0","0","0","0","0","0","3145","3","6570","0","0","88.99.100.177","2023-08-09 03:56:59","0","0",,"17.0",
"43","boxp114e.exe",,"plugins-32bit/boxp114e.exe","46627","2006-09-28 16:27:21","1475515119","747f15b136d85268f06e227252dd8f20",,,,"Always Box Paste plug-in: Pastes text as box even if the text is not box data. ","Pastes text as box even if the text is not box data.",",,",,,"KKSoftWare",,,"free",,,"0","1","0","3","Plug-ins (32-bit)","0","0","0","0","0","0","3144","3","2471","0","0","17.22.253.186","2023-08-06 20:21:49","0","0",,"17.0",
"466","boxselects3210100.zip",,"plugins-32bit/boxselects3210100.zip","626232","2014-08-09 15:44:33","1475515120","ced14ed66f592e24144a6688ea9a36b4",,,,"BoxSelects プラグイン (32ビット) 箱型選択","箱型選択しながら、カーソルを移動させます。
Alt+Shift+カーソルキーのような操作で箱型選択を行うことを想定しています。
(実際にどのキーに割り当てるかはあなた次第です……)

EmEditor14.5でBoxSelLeftが、行末に漢字があったりすると動作しなくなったので、動くように修正。",",,",,"1.1.0",,,,"free",,,"0","1","0","3","Plug-ins (32-bit)","0","0","0","0","3666","22","18731","748","281","0","0","211.249.46.66","2023-08-08 23:47:14","0","0",,"17.0",
"460","caretimecolor3210200.zip",,"plugins-32bit/caretimecolor3210200.zip","49094","2014-04-19 16:13:00","1475515119","e7e55a4c60c6dddafd06e6ea13c1bb3c",,,,"CaretImeColor プラグイン（32bit） IME状態でカーソル色変更","日本語入力システムがOnかOffに応じて、カーソルの色を変更します。

更新内容
・アウトプットから非アクティブな文書へタグジャンプすると、キャレットが表示されないことがあったので修正。
・14.4.0から公式に色情報を取得できるようになり、それを使うようにしたので、今後、色情報が増えても自動で追従できると思われます。",",,",,"1.2.0",,,,"free",,,"0","1","0","3","Plug-ins (32-bit)","0","0","0","0","3666","21","20133","748","261","0","0","211.1.104.113","2023-08-14 22:00:31","0","0",,"17.0",
"48","colorpicker_emeditor_11_setup.exe",,"plugins-32bit/colorpicker_emeditor_11_setup.exe","52214","2010-10-05 16:34:16","1475515119","f987346ab5ef063b26a0a64ebaa74df0",,,,"ColorPicker plug-in (32-bit) Selects a color and gets its hex value ","<strong>This plug-in does NOT work on the newest version of EmEditor.</strong>

<strong>本プラグインは EmEditor 最新版では動作しません。</strong>

Select a color and get its hex value.",",,",,,"Sebastian Pipping",,,"free",,,"0","1","0","3","Plug-ins (32-bit)","0","0","0","0","0","0","3149","3","4756","0","0","182.22.30.111","2023-08-07 06:04:34","0","0",,,
"49","copyonselect_emeditor_112_setup.exe",,"plugins-32bit/copyonselect_emeditor_112_setup.exe","51757","2006-09-28 16:35:18","1475515119","2eb566ec935ba481edd00de054da6fa0",,,,"CopyOnSelect plug-in: Linux-style copy on selection ","<strong>This plug-in does NOT work on the newest version of EmEditor.</strong>

<strong>本プラグインは EmEditor 最新版では動作しません。</strong>

Linux-style copy on selection.",",,",,,"Sebastian Pipping",,,"free",,,"0","1","0","3","Plug-ins (32-bit)","0","0","0","0","0","0","3150","3","2596","0","0","182.22.30.3","2023-08-07 06:07:02","0","0",,,
"51","decode500x86.exe",,"plugins-32bit/decode500x86.exe","137028","2010-03-08 16:39:55","1475515120","03ec1e65b7f3d40046c6a3cfd1f06aa5",,,,"Decode plug-in: Decodes a selected text that is encoded by Base 64 or uuencode method ","<strong>This plug-in does NOT work on the newest version of EmEditor.</strong>

<strong>本プラグインは EmEditor 最新版では動作しません。</strong>

Decodes a selected text that is encoded by Base 64 or uuencode method.

On Windows Vista, 7 or later, instead of double-clicking the installer in Explorer, you will need to click the right mouse button on the file, and select ""Run as Administrator"" in the context menu.",",,",,"5.00","Emurasoft",,,"free",,,"0","1","0","3","Plug-ins (32-bit)","0","0","0","0","0","0","3152","3","3153","0","0","212.8.253.155","2023-08-09 10:00:53","0","0",,,
"52","decodeunicode500x86.exe",,"plugins-32bit/decodeunicode500x86.exe","136299","2010-03-08 16:41:34","1475515120","680d794f5a8c8bc9582dbc9704a9203c",,,,"Decode Unicode plug-in (32-bit) Decode HTML/XML Character Reference or UCN","<strong>This plug-in does NOT work on the newest version of EmEditor.</strong>

<strong>本プラグインは EmEditor 最新版では動作しません。</strong>

Decodes a selected text that is encoded by HTML/XML Character Reference or Universal Character Names.

On Windows Vista, 7 or later, instead of double-clicking the installer in Explorer, you will need to click the right mouse button on the file, and select ""Run as Administrator"" in the context menu.",",,",,"5.00","Emurasoft",,,"free",,,"0","1","0","3","Plug-ins (32-bit)","0","0","0","0","0","0","3153","3","3950","0","0","114.111.32.80","2023-08-09 01:32:37","0","0",,,
"344","doccompare3210100.zip",,"plugins-32bit/doccompare3210100.zip","51062","2008-12-03 16:53:09","1475515119","be486ebb047fe28dd6adfdb9fabfeac8",,,,"DocCompare プラグイン (32ビット) ドキュメント比較 ","○概要
同一グループ内の他のドキュメントとカーソル以下を比較し、最初の相違点にジャンプします。
タブを有効にしていないと使えないので注意してください。

○インストールの仕方
DocCompare.dll をEmEditor のインストール先の Plugins フォルダにコピーしてください。
WindowsVista以降でUACを有効にしている場合、コピー時に管理者権限が必要になるので注意してください。
必須ではありませんが、何かのキーに割り当てておくと便利でしょう。

○アンインストールの仕方
「プラグインの設定」の「アンインストール」を実行してください。
レジストリからも情報を削除したい場合は、
HKEY_CURRENT_USERSoftwareEmSoftEmEditorPlugInsDocCompare
にありますが、レジストリは操作を誤ると起動できなくなることもあるので、削除する場合は細心の注意を払ってください。
（通常、削除せずに放置してても問題はないはずです）

○使い方
当プラグインを実行すると、同一グループ内の今開いているドキュメント以外の一覧が表示されます。
（他のドキュメントが一つだけの場合は表示されません。しかし、この挙動は後述するプロパティで変更できます）
双方のカーソル位置以降を比較し、最初に発見された異なる内容の場所にカーソルを移動させ、その旨報告します。

○バージョン履歴
2008/11/29 Version 1.1.0
・「空白とタブは無視して比較する」時の無視する空白文字を指定できるようになりました。",",,",,"1.1.0",,,,"free",,,"0","1","0","3","Plug-ins (32-bit)","0","0","0","0","0","0","3444","3","1881","0","0","110.93.150.139","2023-08-08 23:57:44","0","0",,"17.0",
"345","docnavi3210200.zip",,"plugins-32bit/docnavi3210200.zip","87617","2013-02-26 16:56:14","1475515119","108b89c34dfbd174897fc3cb5c3d13b0",,,,"DocNavi プラグイン (32ビット) ドキュメントナビゲータ ","○概要
（主にキーボード操作で）一覧を表示して編集する文書を切り替えます。
WindowsのAlt+Tabによるアプリケーション切り替え機能のようなものです。
タブ有効時に同一グループ（同一ウィンドウ）の文書が対象となります。
また、ショートカットキー割り当ては必須です。

○使い方
・文書の選択
Ctrl+TabかCtrl+Shift+Tabを押すと、Ctrlを押している間、文書一覧を表示します。
この状態で、キー操作で切り替え先の文書を選択し、Ctrlを離すかEnterキーを押すと選択された文書に切り替えます。
選択切り替えは、
Ctrl+Tab 次の文書
Ctrl+Shift+Tab 前の文書
Ctrl+カーソル下 次の文書
Ctrl+カーソル上 前の文書
などです。
マウスでも選べるかと思います。

・インクリメンタルサーチ
キーボードでファイル名を入力するとカーソル位置から最初に一致するものを選択します。
設定で、前方一致か部分一致かを選択できます。

○バージョン履歴
Version 1.2.0
相対パス表示できるようにした。
多量の文書を開いているときに一覧の挙動が見苦しかったので多少改善。",",,",,"1.2.0",,,,"free",,,"0","1","0","3","Plug-ins (32-bit)","0","0","0","0","0","0","3445","3","1237","0","0","182.22.30.35","2023-08-06 22:55:21","0","0",,"17.0",
"46","ee_boxeditor.zip",,"plugins-32bit/ee_boxeditor.zip","15762","2007-08-31 16:32:06","1475515119","290088d68a9316d1427038da4fe58072",,,,"BoxEditor plug-in (32-bit) ","The ""BoxEditor"", A.K.A ""Column editor"", allow users select a box area and edit text in column mode directly. It should be very useful for coders.",",,",,,"Shao Hao",,,"free",,,"0","1","0","3","Plug-ins (32-bit)","0","0","0","0","0","0","3147","3","4460","0","0","182.22.30.91","2023-08-06 22:25:45","0","0",,"17.0",
"88","ee_whitespace-32bit.zip",,"plugins-32bit/ee_whitespace-32bit.zip","14798","2008-10-13 10:11:15","1475515119","42f9681c1a2d27e630e43cedbf537aa5",,,,"Whitespace Plug-in (32-bit) ","This plug-in offers a more complete alternative to the ""ShowReturns"" and ""Trim
Right"" plug-ins. When its icon is selected from the plug-in toolbar, a pop-up
menu is displayed offering to:

- Directly enable / disable the display of whitespace characters:

* Line-Ends
* End of File
* Tabs
* Spaces

- Ensure final Line-End on Save (only for EmEditor 8.00 and above)

- Convert leading Spaces to Tabs (Tabify)

- Convert Tabs to Spaces (Untabify)

- Trim Trailing Whitespaces

All the conversion commands work on the current selection, or the whole document
if there is no selection. In this they differ from the built-in commands
available from the ""Edit"" main menu.",",,",,,"Sebastian Schuberth",,,"free",,,"0","1","0","3","Plug-ins (32-bit)","0","0","0","0","0","0","3190","3","2553","0","0","116.179.37.113","2023-08-15 14:56:09","0","0",,"17.0",
"82","eex104ce.exe",,"plugins-32bit/eex104ce.exe","64765","2006-09-28 10:06:55","1475515119","5536e41c287712ee0691c10c12abd3ef",,,,"Title: Execute Extension plug-in: Executes various functions with specified settings ","<strong>This plug-in does NOT work on the newest version of EmEditor.</strong>

<strong>本プラグインは EmEditor 最新版では動作しません。</strong>

Executes various functions with specified settings at registered items.",",,",,,"KKSoftWare",,,"free",,,"0","1","0","3","Plug-ins (32-bit)","0","0","0","0","0","0","3184","3","2238","0","0","157.55.39.214","2023-08-16 17:05:41","0","0",,,
"347","emvi071.zip",,"plugins-32bit/emvi071.zip","36992","2012-04-23 16:58:48","1475515119","4b20f251cc1f2fcae780709f2c8c399f",,,,"EmVi プラグイン (EmEditor VI エミューレーション) ","VI エミュレーション プラグイン。",",,",,,"PuSeongAn",,,"free",,,"0","1","0","3","Plug-ins (32-bit)","0","0","0","0","0","0","3447","3","3111","0","0","40.77.167.91","2023-08-17 04:45:06","0","0",,"17.0",
"55","encodeunicode500x86.exe",,"plugins-32bit/encodeunicode500x86.exe","139681","2010-03-08 16:48:11","1475515120","f334a68b1bb93f37d70c7fcddb394fb5",,,,"Encode Unicode plug-in (32-bit) Encodes to HTML/XML Character Reference or UCN","<strong>This plug-in does NOT work on the newest version of EmEditor.</strong>

<strong>本プラグインは EmEditor 最新版では動作しません。</strong>

Encodes a selected text to HTML/XML Character Reference or Universal Character Names.

On Windows Vista, 7 or later, instead of double-clicking the installer in Explorer, you will need to click the right mouse button on the file, andselect ""Run as Administrator"" in the context menu.",",,",,"5.00","Emurasoft",,,"free",,,"0","1","0","3","Plug-ins (32-bit)","0","0","0","0","0","0","3156","3","4380","0","0","110.93.150.213","2023-08-09 01:44:31","0","0",,,
"348","errorepps_1_0_8b.zip",,"plugins-32bit/errorepps_1_0_8b.zip","53114","2007-01-30 16:59:38","1475515119","02cd497a90449226a160e8ce9d170ae8",,,,"errorEPPS プラグイン (32ビット) お気に入りファイルの管理 ","■はじめに

お気に入り の サイドバープラグインです。
階層で表示します。

■動作環境

WindowsXP SP2 での動作確認をしています。

■インストール

errorEPPS***.zip(cab) を解凍すると 「*.ini」「*.exe」「*.dll」等が入っていると思います。
それを適切な場所に置いてください。

■アンインストール

レジストリを使用しています。、errorEPPS.exe(.dll) を入れたディレクトリ(ファイル自信)を削除した後に気になる方はレジストリを削除してください。
EmEditorプラグインのレジストリの場所に「errorEPPS」があると思いますので消してください。

■開発環境

WindowsXP SP2

■著作権等

本プログラムの著作権は作者である error484(ハンドルネーム) にあります。
本プログラムはフリーソフトです。
本プログラムの使用によって発生した問題について作者は一切の責任を負いません。

■HomePage

HP： <a href=""http://error484.s151.xrea.com/"" target=""_blank"" rel=""noopener"">http://error484.s151.xrea.com/</a>
状況により予告なくいきなり移転・消滅をするかもしれません。

■更新履歴
2006-11-16 v1.0.8β
------------------
・ツリー上のフォルダの開閉を修正

2006-11-02 v1.0.7β
------------------
・UnicodeなどのファイルをShiftJisで開いていたのを修正

2006-10-16 v1.0.6β
------------------
・マクロの実行機能を追加

2006-05-05 v1.0.5β
------------------
・終了時に開閉を保存するようにした
(EmEditor V6 beta6以降しか使用できません)

2006-05-04 v1.0.4β
------------------
・内部調整
・フォルダの開閉を保存するようにした。
※終了時にフォルダの開閉の保存は現在しません。アイテム変更時のみです。今のところはこれは仕様とします。

2006-05-03 v1.0.3β
------------------
・内部調整
・バーのポジションを保存するようにした
・前回起動していた場合は次回の起動時も表示するようにした

2006-05-02 v1.0.2β
------------------
・リストから消した時に必要のない情報を破棄していなかったバグを修正
・アイテムを移動した際に情報が破棄されるバグを修正

2006-05-01 v1.0.1β
------------------
・フォルダ内のファイルを開くメニューを追加

2006-04-30 v1.0.0β
------------------
・なんとなくで制作",",,",,"1.0.8","error484",,,"free",,,"0","1","0","3","Plug-ins (32-bit)","0","0","0","0","0","0","3448","3","1403","0","0","121.81.39.82","2023-08-10 23:55:08","0","0",,"17.0",
"346","evochangepanes3210000.zip",,"plugins-32bit/evochangepanes3210000.zip","44527","2008-11-25 16:57:15","1475515119","6659ce086792e0fab1d2d55c4bd2ca0c",,,,"EditViewOnlyChangePanes 分割されたペインへ切り替えプラグイン (32ビット) ","○概要
カスタムバー以外の分割された隣のペインに切り替えます。

○内容
EvoChangePanes3210000.zip には以下のファイルが格納されています。
EditViewOnlyNextPane.dll 次の分割されたペインに切り替えるプラグイン本体
EditViewOnlyPrevPane.dll 前の分割されたペインに切り替えるプラグイン本体

○動作すると期待される環境
Windows XP,Vista以降の各32bit版
EmEditor Ver7.00以上

○インストールの仕方
各EditView何とかPane.dll をEmEditor のインストール先の Plugins フォルダにコピーしてください。
WindowsVista以降でUACを有効にしている場合、コピー時に管理者権限が必要になるので注意してください。
それぞれのプラグインをショートカットキーに登録するとよいでしょう。

○アンインストールの仕方
「プラグインの設定」の「アンインストール」を実行してください。

○使い方
各プラグインを実行すると、同一ドキュメントの分割された隣のペインに切り替えます。",",,",,"1.0.0",,,,"free",,,"0","1","0","3","Plug-ins (32-bit)","0","0","0","0","0","0","3446","3","864","0","0","223.137.97.123","2023-07-23 07:27:41","0","0",,"17.0",
